id;title;description;image_url;album;is_published;created_at;updated_at
6a6de0c1-4d61-49df-99d8-626628c3f663;Prestasi Siswa;GDI Tingkat Provinsi;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767233845618-qz4ham.JPG;prestasi;true;2026-01-01 02:18:08.941326+00;2026-01-01 02:18:30.809967+00
3921681e-4ddf-473a-a60d-b4be0c506654;Prestasi Siswa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767233969688-1f6we6.PNG;umum;true;2026-01-01 02:19:36.40748+00;2026-01-01 02:19:36.40748+00
59175645-45af-4042-a849-f13eb43dbc73;Prestasi Siswa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767234010788-8w808p.PNG;umum;true;2026-01-01 02:20:15.845954+00;2026-01-01 02:20:15.845954+00
60b0bd1c-aead-4e42-addc-e91e98365e88;Prestasi Siswa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767234109698-hs6rjzb.PNG;umum;true;2026-01-01 02:21:53.519836+00;2026-01-01 02:21:53.519836+00
8725eac2-b8ca-48b3-959c-ff0804379004;Prestasi Siswa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767234126565-i93xei.PNG;umum;true;2026-01-01 02:22:09.084529+00;2026-01-01 02:22:11.872014+00
506be682-62e4-4edb-a905-4b0f9a9490da;Prestasi Siswa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767234146513-a7elml.PNG;umum;true;2026-01-01 02:22:30.988597+00;2026-01-01 02:22:30.988597+00
54f70cf8-2e7b-418c-a6c4-d9c566586aaf;Prestasi Siwa;;https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/galeri/1767234198881-8md0l.jpg;umum;true;2026-01-01 02:23:22.105098+00;2026-01-01 02:23:22.105098+00
