id;title;slug;excerpt;content;image_url;category;is_published;published_at;author_id;created_at;updated_at
b4fd437a-6409-49f0-960f-c4a309662753;Kejuaraan Lomba Vidio Kreatif dalam rangka Peringatan Hari Anti Korupsi Sedunia;kejuaraan-lomba-vidio-kreatif-dalam-rangka-peringatan-hari-anti-korupsi-sedunia-1767234436741;Kejuaraan Lomba Vidio Kreatif dalam rangka Peringatan Hari Anti Korupsi Sedunia, yang dilaksanakan pada tanggal 22 November 2025 di PTC Mall Palembang.;"Kejuaraan Lomba Vidio Kreatif dalam rangka Peringatan Hari Anti Korupsi Sedunia, yang dilaksanakan pada tanggal 22 November 2025 di PTC Mall Palembang.

Kategori juara 1, diraih oleh :
1. Ilham Fajar Azhari (12.2)
2. Najwa Luthfi Salsabila (12.9)
3. Sindi Dwi Efrylia (12.2)
4. Yohana Devi Setiawati (12.3)

Dibawah bimbingan Bapak Bagus Panca Wiratama, S.Pd., M.Pd.

Selamat kepada peserta didik yang telah meraih prestasi, terus semangat dan sukses selalu! 🎉🥇";https://wiyhmzoudoddshdcdete.supabase.co/storage/v1/object/public/uploads/berita/1767234424573-s6ulq.jpg;prestasi;true;2026-01-01 02:27:16.741+00;;2026-01-01 02:27:16.752631+00;2026-01-01 02:27:16.752631+00
